"","Pathway","Gene","Level"
"3441","Metabolism","D2hgdh","Pathway_Level1"
"3442","Mitochondrial central dogma","Mrrf","Pathway_Level1"
"3443","Translation","Rbfa","Pathway_Level2"
"3444","OXPHOS","Sdhaf3","Pathway_Level1"
"3445","Metabolism","Dbi","Pathway_Level1"
"3446","Mitochondrial central dogma","Mterf1a","Pathway_Level1"
"3447","Translation","Rmnd1","Pathway_Level2"
"3448","OXPHOS","Sdhaf4","Pathway_Level1"
"3449","Metabolism","Dbt","Pathway_Level1"
"3450","Mitochondrial central dogma","Mterf1b","Pathway_Level1"
"3451","Translation","Sars2","Pathway_Level2"
"3452","OXPHOS","Sdhb","Pathway_Level1"
"3453","Metabolism","Dcxr","Pathway_Level1"
"3454","Mitochondrial central dogma","Mterf2","Pathway_Level1"
"3455","Translation","Slirp","Pathway_Level2"
"3456","OXPHOS","Sdhc","Pathway_Level1"
"3457","Metabolism","Decr1","Pathway_Level1"
"3458","Mitochondrial central dogma","Mterf3","Pathway_Level1"
"3459","Translation","Taco1","Pathway_Level2"
"3460","OXPHOS","Sdhd","Pathway_Level1"
"3461","Metabolism","Dglucy","Pathway_Level1"
"3462","Mitochondrial central dogma","Mterf4","Pathway_Level1"
"3463","Translation","Tars2","Pathway_Level2"
"3464","OXPHOS","Smim20","Pathway_Level1"
"3465","Metabolism","Dguok","Pathway_Level1"
"3466","Mitochondrial central dogma","Mtfmt","Pathway_Level1"
"3467","Translation","Tfb1m","Pathway_Level2"
"3468","OXPHOS","Surf1","Pathway_Level1"
"3469","Metabolism","Dhodh","Pathway_Level1"
"3470","Mitochondrial central dogma","Mtg1","Pathway_Level1"
"3471","Translation","Timm21","Pathway_Level2"
"3472","OXPHOS","Taco1","Pathway_Level1"
"3473","Metabolism","Dhrs1","Pathway_Level1"
"3474","Mitochondrial central dogma","Mtg2","Pathway_Level1"
"3475","Translation","Tsfm","Pathway_Level2"
"3476","OXPHOS","Timm21","Pathway_Level1"
"3477","Metabolism","Dhrs2","Pathway_Level1"
"3478","Mitochondrial central dogma","Mtif2","Pathway_Level1"
"3479","Translation","Tufm","Pathway_Level2"
"3480","OXPHOS","Timmdc1","Pathway_Level1"
"3481","Metabolism","Dhrs4","Pathway_Level1"
"3482","Mitochondrial central dogma","Mtif3","Pathway_Level1"
"3483","Translation","Vars2","Pathway_Level2"
"3484","OXPHOS","Tmem126a","Pathway_Level1"
"3485","Metabolism","Dhtkd1","Pathway_Level1"
"3486","Mitochondrial central dogma","Mto1","Pathway_Level1"
"3487","Translation","Wars2","Pathway_Level2"
"3488","OXPHOS","Tmem126b","Pathway_Level1"
"3489","Metabolism","Dlat","Pathway_Level1"
"3490","Mitochondrial central dogma","Mtpap","Pathway_Level1"
"3491","Translation","Yars2","Pathway_Level2"
"3492","OXPHOS","Tmem177","Pathway_Level1"
"3493","Metabolism","Dld","Pathway_Level1"
"3494","Mitochondrial central dogma","Mtres1","Pathway_Level1"
"3495","Translation","Ybey","Pathway_Level2"
"3496","OXPHOS","Tmem186","Pathway_Level1"
"3497","Metabolism","Dlst","Pathway_Level1"
"3498","Mitochondrial central dogma","Mtrf1","Pathway_Level1"
"3499","OXPHOS","Tmem70","Pathway_Level1"
"3500","Metabolism","Dmgdh","Pathway_Level1"
"3501","Mitochondrial central dogma","Mtrf1l","Pathway_Level1"
"3502","OXPHOS","Ttc19","Pathway_Level1"
"3503","Metabolism","Dna2","Pathway_Level1"
"3504","Mitochondrial central dogma","Mutyh","Pathway_Level1"
"3505","OXPHOS","Uqcc1","Pathway_Level1"
"3506","Metabolism","Dut","Pathway_Level1"
"3507","Mitochondrial central dogma","Myg1","Pathway_Level1"
"3508","OXPHOS","Uqcc2","Pathway_Level1"
"3509","Metabolism","Ech1","Pathway_Level1"
"3510","Mitochondrial central dogma","Nars2","Pathway_Level1"
"3511","OXPHOS","Uqcc3","Pathway_Level1"
"3512","Metabolism","Echdc1","Pathway_Level1"
"3513","Mitochondrial central dogma","Ngrn","Pathway_Level1"
"3514","OXPHOS","Uqcr10","Pathway_Level1"
"3515","Metabolism","Echs1","Pathway_Level1"
"3516","Mitochondrial central dogma","Noa1","Pathway_Level1"
"3517","OXPHOS","Uqcr11","Pathway_Level1"
"3518","Metabolism","Eci1","Pathway_Level1"
"3519","Mitochondrial central dogma","Nsun2","Pathway_Level1"
"3520","OXPHOS","Uqcrb","Pathway_Level1"
"3521","Metabolism","Eci2","Pathway_Level1"
"3522","Mitochondrial central dogma","Nsun3","Pathway_Level1"
"3523","OXPHOS","Uqcrc1","Pathway_Level1"
"3524","Metabolism","Ehhadh","Pathway_Level1"
"3525","Mitochondrial central dogma","Nsun4","Pathway_Level1"
"3526","OXPHOS","Uqcrc2","Pathway_Level1"
"3527","Metabolism","Ephx2","Pathway_Level1"
"3528","Mitochondrial central dogma","Ogg1","Pathway_Level1"
"3529","OXPHOS","Uqcrfs1","Pathway_Level1"
"3530","Metabolism","Etfa","Pathway_Level1"
"3531","Mitochondrial central dogma","Osgepl1","Pathway_Level1"
"3532","OXPHOS","Uqcrh","Pathway_Level1"
"3533","Metabolism","Etfb","Pathway_Level1"
"3534","Mitochondrial central dogma","Oxa1l","Pathway_Level1"
"3535","OXPHOS","Uqcrq","Pathway_Level1"
"3536","Metabolism","Etfbkmt","Pathway_Level1"
"3537","Mitochondrial central dogma","Pars2","Pathway_Level1"
"3538","Metabolism","Etfdh","Pathway_Level1"
"3539","Mitochondrial central dogma","Pde12","Pathway_Level1"
"3540","Metabolism","Etfrf1","Pathway_Level1"
"3541","Mitochondrial central dogma","Pdf","Pathway_Level1"
"3542","Metabolism","Ethe1","Pathway_Level1"
"3543","Mitochondrial central dogma","Pif1","Pathway_Level1"
"3544","Metabolism","Fabp1","Pathway_Level1"
"3545","Mitochondrial central dogma","Pnpt1","Pathway_Level1"
"3546","Metabolism","Fahd1","Pathway_Level1"
"3547","Mitochondrial central dogma","Polb","Pathway_Level1"
"3548","Metabolism","Fam210b","Pathway_Level1"
"3549","Mitochondrial central dogma","Poldip2","Pathway_Level1"
"3550","Metabolism","Fasn","Pathway_Level1"
"3551","Mitochondrial central dogma","Polg","Pathway_Level1"
"3552","Metabolism","Fdps","Pathway_Level1"
"3553","Mitochondrial central dogma","Polg2","Pathway_Level1"
"3554","Metabolism","Fdx1","Pathway_Level1"
"3555","Mitochondrial central dogma","Polq","Pathway_Level1"
"3556","Metabolism","Fdx2","Pathway_Level1"
"3557","Mitochondrial central dogma","Polrmt","Pathway_Level1"
"3558","Metabolism","Fdxr","Pathway_Level1"
"3559","Mitochondrial central dogma","Ppa2","Pathway_Level1"
"3560","Metabolism","Fech","Pathway_Level1"
"3561","Mitochondrial central dogma","Primpol","Pathway_Level1"
"3562","Metabolism","Fh1","Pathway_Level1"
"3563","Mitochondrial central dogma","Prorp","Pathway_Level1"
"3564","Metabolism","Fhit","Pathway_Level1"
"3565","Mitochondrial central dogma","Ptcd1","Pathway_Level1"
"3566","Metabolism","Flad1","Pathway_Level1"
"3567","Mitochondrial central dogma","Ptcd2","Pathway_Level1"
"3568","Metabolism","Fpgs","Pathway_Level1"
"3569","Mitochondrial central dogma","Ptcd3","Pathway_Level1"
"3570","Metabolism","Fth1","Pathway_Level1"
"3571","Mitochondrial central dogma","Pus1","Pathway_Level1"
"3572","Metabolism","Ftmt","Pathway_Level1"
"3573","Mitochondrial central dogma","Pusl1","Pathway_Level1"
"3574","Metabolism","Fxn","Pathway_Level1"
"3575","Mitochondrial central dogma","Qrsl1","Pathway_Level1"
"3576","Metabolism","Gatm","Pathway_Level1"
"3577","Mitochondrial central dogma","Qtrt1","Pathway_Level1"
"3578","Metabolism","Gcat","Pathway_Level1"
"3579","Mitochondrial central dogma","Rars2","Pathway_Level1"
"3580","Metabolism","Gcdh","Pathway_Level1"
"3581","Mitochondrial central dogma","Rbfa","Pathway_Level1"
"3582","Metabolism","Gcsh","Pathway_Level1"
"3583","Mitochondrial central dogma","Rcc1l","Pathway_Level1"
"3584","Metabolism","Gldc","Pathway_Level1"
"3585","Mitochondrial central dogma","Recql4","Pathway_Level1"
"3586","Metabolism","Glrx2","Pathway_Level1"
"3587","Mitochondrial central dogma","Rexo2","Pathway_Level1"
"3588","Metabolism","Glrx5","Pathway_Level1"
"3589","Mitochondrial central dogma","Rmnd1","Pathway_Level1"
"3590","Metabolism","Gls","Pathway_Level1"
"3591","Mitochondrial central dogma","Rnaseh1","Pathway_Level1"
"3592","Metabolism","Gls2","Pathway_Level1"
"3593","Mitochondrial central dogma","Rpusd3","Pathway_Level1"
"3594","Metabolism","Glud1","Pathway_Level1"
"3595","Mitochondrial central dogma","Rpusd4","Pathway_Level1"
"3596","Metabolism","Glyat","Pathway_Level1"
"3597","Mitochondrial central dogma","Sars2","Pathway_Level1"
"3598","Metabolism","Glyctk","Pathway_Level1"
"3599","Mitochondrial central dogma","Slirp","Pathway_Level1"
"3600","Metabolism","Gm4952","Pathway_Level1"
"3601","Mitochondrial central dogma","Ssbp1","Pathway_Level1"
"3602","Metabolism","Gm4984","Pathway_Level1"
"3603","Mitochondrial central dogma","Supv3l1","Pathway_Level1"
"3604","Metabolism","Got2","Pathway_Level1"
"3605","Mitochondrial central dogma","Taco1","Pathway_Level1"
"3606","Metabolism","Gpam","Pathway_Level1"
"3607","Mitochondrial central dogma","Tars2","Pathway_Level1"
"3608","Metabolism","Gpat2","Pathway_Level1"
"3609","Mitochondrial central dogma","Tbrg4","Pathway_Level1"
"3610","Metabolism","Gpd2","Pathway_Level1"
"3611","Mitochondrial central dogma","Tefm","Pathway_Level1"
"3612","Metabolism","Gpt2","Pathway_Level1"
"3613","Mitochondrial central dogma","Tfam","Pathway_Level1"
"3614","Metabolism","Gpx1","Pathway_Level1"
"3615","Mitochondrial central dogma","Tfb1m","Pathway_Level1"
"3616","Metabolism","Gpx4","Pathway_Level1"
"3617","Mitochondrial central dogma","Tfb2m","Pathway_Level1"
"3618","Metabolism","Grhpr","Pathway_Level1"
"3619","Mitochondrial central dogma","Thg1l","Pathway_Level1"
"3620","Metabolism","Grpel1","Pathway_Level1"
"3621","Mitochondrial central dogma","Timm21","Pathway_Level1"
"3622","Metabolism","Grpel2","Pathway_Level1"
"3623","Mitochondrial central dogma","Top1mt","Pathway_Level1"
"3624","Metabolism","Gsr","Pathway_Level1"
"3625","Mitochondrial central dogma","Top3a","Pathway_Level1"
"3626","Metabolism","Gstk1","Pathway_Level1"
"3627","Mitochondrial central dogma","Trit1","Pathway_Level1"
"3628","Metabolism","Gstz1","Pathway_Level1"
"3629","Mitochondrial central dogma","Trmt1","Pathway_Level1"
"3630","Metabolism","Gtpbp3","Pathway_Level1"
"3631","Mitochondrial central dogma","Trmt10c","Pathway_Level1"
"3632","Metabolism","Guk1","Pathway_Level1"
"3633","Mitochondrial central dogma","Trmt2b","Pathway_Level1"
"3634","Metabolism","H2-Ke6","Pathway_Level1"
"3635","Mitochondrial central dogma","Trmt5","Pathway_Level1"
"3636","Metabolism","Hadh","Pathway_Level1"
"3637","Mitochondrial central dogma","Trmu","Pathway_Level1"
"3638","Metabolism","Hadha","Pathway_Level1"
"3639","Mitochondrial central dogma","Trnt1","Pathway_Level1"
"3640","Metabolism","Hadhb","Pathway_Level1"
"3641","Mitochondrial central dogma","Trub2","Pathway_Level1"
"3642","Metabolism","Hagh","Pathway_Level1"
"3643","Mitochondrial central dogma","Tsfm","Pathway_Level1"
"3644","Metabolism","Hao2","Pathway_Level1"
"3645","Mitochondrial central dogma","Tufm","Pathway_Level1"
"3646","Metabolism","Hccs","Pathway_Level1"
"3647","Mitochondrial central dogma","Twnk","Pathway_Level1"
"3648","Metabolism","Hibadh","Pathway_Level1"
"3649","Mitochondrial central dogma","Ung","Pathway_Level1"
"3650","Metabolism","Hibch","Pathway_Level1"
"3651","Mitochondrial central dogma","Vars2","Pathway_Level1"
"3652","Metabolism","Hint1","Pathway_Level1"
"3653","Mitochondrial central dogma","Wars2","Pathway_Level1"
"3654","Metabolism","Hint2","Pathway_Level1"
"3655","Mitochondrial central dogma","Yars2","Pathway_Level1"
"3656","Metabolism","Hmgcl","Pathway_Level1"
"3657","Mitochondrial central dogma","Ybey","Pathway_Level1"
"3658","Metabolism","Hmgcs2","Pathway_Level1"
"3659","Mitochondrial central dogma","Yrdc","Pathway_Level1"
"3660","Metabolism","Hoga1","Pathway_Level1"
"3661","Metabolism","Hscb","Pathway_Level1"
"3662","Metabolism","Hsd17b10","Pathway_Level1"
"3663","Metabolism","Hsd17b4","Pathway_Level1"
"3664","Metabolism","Hspa9","Pathway_Level1"
"3665","Metabolism","Htd2","Pathway_Level1"
"3666","Metabolism","Iba57","Pathway_Level1"
"3667","Metabolism","Idh2","Pathway_Level1"
"3668","Metabolism","Idh3a","Pathway_Level1"
"3669","Metabolism","Idh3b","Pathway_Level1"
"3670","Metabolism","Idh3g","Pathway_Level1"
"3671","Metabolism","Idi1","Pathway_Level1"
"3672","Metabolism","Isca1","Pathway_Level1"
"3673","Metabolism","Isca2","Pathway_Level1"
"3674","Metabolism","Iscu","Pathway_Level1"
"3675","Metabolism","Ivd","Pathway_Level1"
"3676","Metabolism","Kmo","Pathway_Level1"
"3677","Metabolism","Kyat3","Pathway_Level1"
"3678","Metabolism","L2hgdh","Pathway_Level1"
"3679","Metabolism","Lactb","Pathway_Level1"
"3680","Metabolism","Ldhal6b","Pathway_Level1"
"3681","Metabolism","Ldhb","Pathway_Level1"
"3682","Metabolism","Ldhd","Pathway_Level1"
"3683","Metabolism","Lias","Pathway_Level1"
"3684","Metabolism","Lipt1","Pathway_Level1"
"3685","Metabolism","Lipt2","Pathway_Level1"
"3686","Metabolism","Lypla1","Pathway_Level1"
"3687","Metabolism","Lyplal1","Pathway_Level1"
"3688","Metabolism","Lyrm4","Pathway_Level1"
"3689","Metabolism","Maoa","Pathway_Level1"
"3690","Metabolism","Maob","Pathway_Level1"
"3691","Metabolism","Mcat","Pathway_Level1"
"3692","Metabolism","Mccc1","Pathway_Level1"
"3693","Metabolism","Mccc2","Pathway_Level1"
"3694","Metabolism","Mcee","Pathway_Level1"
"3695","Metabolism","Mdh2","Pathway_Level1"
"3696","Metabolism","Me2","Pathway_Level1"
"3697","Metabolism","Me3","Pathway_Level1"
"3698","Metabolism","Mecr","Pathway_Level1"
"3699","Metabolism","Mgst1","Pathway_Level1"
"3700","Metabolism","Mgst3","Pathway_Level1"
"3701","Metabolism","Mlycd","Pathway_Level1"
"3702","Metabolism","Mmaa","Pathway_Level1"
"3703","Metabolism","Mmab","Pathway_Level1"
"3704","Metabolism","Mmadhc","Pathway_Level1"
"3705","Metabolism","Mmut","Pathway_Level1"
"3706","Metabolism","Mocs1","Pathway_Level1"
"3707","Metabolism","Mpc1","Pathway_Level1"
"3708","Metabolism","Mpc2","Pathway_Level1"
"3709","Metabolism","Mpst","Pathway_Level1"
"3710","Metabolism","Mrps36","Pathway_Level1"
"3711","Metabolism","Msra","Pathway_Level1"
"3712","Metabolism","Msrb2","Pathway_Level1"
"3713","Metabolism","Msrb3","Pathway_Level1"
"3714","Metabolism","mt-Co1","Pathway_Level1"
"3715","Metabolism","mt-Cytb","Pathway_Level1"
"3716","Metabolism","Mtarc1","Pathway_Level1"
"3717","Metabolism","Mtarc2","Pathway_Level1"
"3718","Metabolism","Mtfmt","Pathway_Level1"
"3719","Metabolism","Mthfd1l","Pathway_Level1"
"3720","Metabolism","Mthfd2","Pathway_Level1"
"3721","Metabolism","Mthfd2l","Pathway_Level1"
"3722","Metabolism","Mthfs","Pathway_Level1"
"3723","Metabolism","Mthfsl","Pathway_Level1"
"3724","Metabolism","Mto1","Pathway_Level1"
"3725","Metabolism","Nadk2","Pathway_Level1"
"3726","Metabolism","Nags","Pathway_Level1"
"3727","Metabolism","Nat8l","Pathway_Level1"
"3728","Metabolism","Naxd","Pathway_Level1"
"3729","Metabolism","Naxe","Pathway_Level1"
"3730","Metabolism","Ndufab1","Pathway_Level1"
"3731","Metabolism","Ndufs1","Pathway_Level1"
"3732","Metabolism","Ndufs2","Pathway_Level1"
"3733","Metabolism","Ndufs7","Pathway_Level1"
"3734","Metabolism","Ndufs8","Pathway_Level1"
"3735","Metabolism","Ndufv1","Pathway_Level1"
"3736","Metabolism","Ndufv2","Pathway_Level1"
"3737","Metabolism","Neu4","Pathway_Level1"
"3738","Metabolism","Nfs1","Pathway_Level1"
"3739","Metabolism","Nfu1","Pathway_Level1"
"3740","Metabolism","Nit1","Pathway_Level1"
"3741","Metabolism","Nit2","Pathway_Level1"
"3742","Metabolism","Nme3","Pathway_Level1"
"3743","Metabolism","Nme4","Pathway_Level1"
"3744","Metabolism","Nme6","Pathway_Level1"
"3745","Metabolism","Nmnat3","Pathway_Level1"
"3746","Metabolism","Nnt","Pathway_Level1"
"3747","Metabolism","Noct","Pathway_Level1"
"3748","Metabolism","Nt5dc2","Pathway_Level1"
"3749","Metabolism","Nt5m","Pathway_Level1"
"3750","Metabolism","Nthl1","Pathway_Level1"
"3751","Metabolism","Nubpl","Pathway_Level1"
"3752","Metabolism","Nudt13","Pathway_Level1"
"3753","Metabolism","Nudt19","Pathway_Level1"
"3754","Metabolism","Nudt2","Pathway_Level1"
"3755","Metabolism","Nudt5","Pathway_Level1"
"3756","Metabolism","Nudt8","Pathway_Level1"
"3757","Metabolism","Nudt9","Pathway_Level1"
"3758","Metabolism","Oat","Pathway_Level1"
"3759","Metabolism","Ogdh","Pathway_Level1"
"3760","Metabolism","Ogdhl","Pathway_Level1"
"3761","Metabolism","Osbpl1a","Pathway_Level1"
"3762","Metabolism","Otc","Pathway_Level1"
"3763","Metabolism","Oxct1","Pathway_Level1"
"3764","Metabolism","Oxct2a","Pathway_Level1"
"3765","Metabolism","Oxr1","Pathway_Level1"
"3766","Metabolism","Oxsm","Pathway_Level1"
"3767","Metabolism","Paics","Pathway_Level1"
"3768","Metabolism","Pank2","Pathway_Level1"
"3769","Metabolism","Pcbd2","Pathway_Level1"
"3770","Metabolism","Pcca","Pathway_Level1"
"3771","Metabolism","Pccb","Pathway_Level1"
"3772","Metabolism","Pck2","Pathway_Level1"
"3773","Metabolism","Pcx","Pathway_Level1"
"3774","Metabolism","Pdha1","Pathway_Level1"
"3775","Metabolism","Pdha2","Pathway_Level1"
"3776","Metabolism","Pdhb","Pathway_Level1"
"3777","Metabolism","Pdhx","Pathway_Level1"
"3778","Metabolism","Pdk1","Pathway_Level1"
"3779","Metabolism","Pdk2","Pathway_Level1"
"3780","Metabolism","Pdk3","Pathway_Level1"
"3781","Metabolism","Pdk4","Pathway_Level1"
"3782","Metabolism","Pdp1","Pathway_Level1"
"3783","Metabolism","Pdp2","Pathway_Level1"
"3784","Metabolism","Pdpr","Pathway_Level1"
"3785","Metabolism","Pdss1","Pathway_Level1"
"3786","Metabolism","Pdss2","Pathway_Level1"
"3787","Metabolism","Pgs1","Pathway_Level1"
"3788","Metabolism","Phyh","Pathway_Level1"
"3789","Metabolism","Pisd","Pathway_Level1"
"3790","Metabolism","Pld6","Pathway_Level1"
"3791","Metabolism","Plpbp","Pathway_Level1"
"3792","Metabolism","Plscr3","Pathway_Level1"
"3793","Metabolism","Pnpla8","Pathway_Level1"
"3794","Metabolism","Pnpo","Pathway_Level1"
"3795","Metabolism","Ppa2","Pathway_Level1"
"3796","Metabolism","Ppm1k","Pathway_Level1"
"3797","Metabolism","Ppox","Pathway_Level1"
"3798","Metabolism","Prdx2","Pathway_Level1"
"3799","Metabolism","Prdx3","Pathway_Level1"
"3800","Metabolism","Prdx4","Pathway_Level1"
"3801","Metabolism","Prdx5","Pathway_Level1"
"3802","Metabolism","Prdx6","Pathway_Level1"
"3803","Metabolism","Prelid1","Pathway_Level1"
"3804","Metabolism","Prelid3a","Pathway_Level1"
"3805","Metabolism","Prelid3b","Pathway_Level1"
"3806","Metabolism","Prodh","Pathway_Level1"
"3807","Metabolism","Prodh2","Pathway_Level1"
"3808","Metabolism","Prxl2a","Pathway_Level1"
"3809","Metabolism","Ptges2","Pathway_Level1"
"3810","Metabolism","Ptpmt1","Pathway_Level1"
"3811","Metabolism","Pycr1","Pathway_Level1"
"3812","Metabolism","Pycr2","Pathway_Level1"
"3813","Metabolism","Qdpr","Pathway_Level1"
"3814","Metabolism","Rdh13","Pathway_Level1"
"3815","Metabolism","Rdh14","Pathway_Level1"
"3816","Metabolism","Rfk","Pathway_Level1"
"3817","Metabolism","Rpia","Pathway_Level1"
"3818","Metabolism","Rsad1","Pathway_Level1"
"3819","Metabolism","Sardh","Pathway_Level1"
"3820","Metabolism","Sco1","Pathway_Level1"
"3821","Metabolism","Sco2","Pathway_Level1"
"3822","Metabolism","Scp2","Pathway_Level1"
"3823","Metabolism","Sdha","Pathway_Level1"
"3824","Metabolism","Sdhb","Pathway_Level1"
"3825","Metabolism","Sdhc","Pathway_Level1"
"3826","Metabolism","Sdhd","Pathway_Level1"
"3827","Metabolism","Sdsl","Pathway_Level1"
"3828","Metabolism","Selenoo","Pathway_Level1"
"3829","Metabolism","Serac1","Pathway_Level1"
"3830","Metabolism","Sfxn1","Pathway_Level1"
"3831","Metabolism","Sfxn3","Pathway_Level1"
"3832","Metabolism","Sfxn5","Pathway_Level1"
"3833","Metabolism","Shmt2","Pathway_Level1"
"3834","Metabolism","Sirt3","Pathway_Level1"
"3835","Metabolism","Sirt4","Pathway_Level1"
"3836","Metabolism","Sirt5","Pathway_Level1"
"3837","Metabolism","Slc25a1","Pathway_Level1"
"3838","Metabolism","Slc25a10","Pathway_Level1"
"3839","Metabolism","Slc25a11","Pathway_Level1"
"3840","Metabolism","Slc25a12","Pathway_Level1"
"3841","Metabolism","Slc25a13","Pathway_Level1"
"3842","Metabolism","Slc25a14","Pathway_Level1"
"3843","Metabolism","Slc25a15","Pathway_Level1"
"3844","Metabolism","Slc25a19","Pathway_Level1"
