"","Pathway","Gene","Level"
"3417","Mitochondrial central dogma","MRPS30","Pathway_Level1"
"3418","Translation","OXA1L","Pathway_Level2"
"3419","OXPHOS","NUBPL","Pathway_Level1"
"3420","Metabolism","CYP11B2","Pathway_Level1"
"3421","Mitochondrial central dogma","MRPS31","Pathway_Level1"
"3422","Translation","PARS2","Pathway_Level2"
"3423","OXPHOS","PET100","Pathway_Level1"
"3424","Metabolism","CYP24A1","Pathway_Level1"
"3425","Mitochondrial central dogma","MRPS33","Pathway_Level1"
"3426","Translation","PDF","Pathway_Level2"
"3427","OXPHOS","PET117","Pathway_Level1"
"3428","Metabolism","CYP27A1","Pathway_Level1"
"3429","Mitochondrial central dogma","MRPS34","Pathway_Level1"
"3430","Translation","PPA2","Pathway_Level2"
"3431","OXPHOS","PNKD","Pathway_Level1"
"3432","Metabolism","CYP27B1","Pathway_Level1"
"3433","Mitochondrial central dogma","MRPS35","Pathway_Level1"
"3434","Translation","PTCD3","Pathway_Level2"
"3435","OXPHOS","RAB5IF","Pathway_Level1"
"3436","Metabolism","D2HGDH","Pathway_Level1"
"3437","Mitochondrial central dogma","MRPS36","Pathway_Level1"
"3438","Translation","PUSL1","Pathway_Level2"
"3439","OXPHOS","SCO1","Pathway_Level1"
"3440","Metabolism","DBI","Pathway_Level1"
"3441","Mitochondrial central dogma","MRPS5","Pathway_Level1"
"3442","Translation","QRSL1","Pathway_Level2"
"3443","OXPHOS","SCO2","Pathway_Level1"
"3444","Metabolism","DBT","Pathway_Level1"
"3445","Mitochondrial central dogma","MRPS6","Pathway_Level1"
"3446","Translation","RARS2","Pathway_Level2"
"3447","OXPHOS","SDHA","Pathway_Level1"
"3448","Metabolism","DCXR","Pathway_Level1"
"3449","Mitochondrial central dogma","MRPS7","Pathway_Level1"
"3450","Translation","RBFA","Pathway_Level2"
"3451","OXPHOS","SDHAF1","Pathway_Level1"
"3452","Metabolism","DECR1","Pathway_Level1"
"3453","Mitochondrial central dogma","MRPS9","Pathway_Level1"
"3454","Translation","RMND1","Pathway_Level2"
"3455","OXPHOS","SDHAF2","Pathway_Level1"
"3456","Metabolism","DGLUCY","Pathway_Level1"
"3457","Mitochondrial central dogma","MRRF","Pathway_Level1"
"3458","Translation","SARS2","Pathway_Level2"
"3459","OXPHOS","SDHAF3","Pathway_Level1"
"3460","Metabolism","DGUOK","Pathway_Level1"
"3461","Mitochondrial central dogma","MTERF1","Pathway_Level1"
"3462","Translation","SLIRP","Pathway_Level2"
"3463","OXPHOS","SDHAF4","Pathway_Level1"
"3464","Metabolism","DHODH","Pathway_Level1"
"3465","Mitochondrial central dogma","MTERF2","Pathway_Level1"
"3466","Translation","TACO1","Pathway_Level2"
"3467","OXPHOS","SDHB","Pathway_Level1"
"3468","Metabolism","DHRS1","Pathway_Level1"
"3469","Mitochondrial central dogma","MTERF3","Pathway_Level1"
"3470","Translation","TARS2","Pathway_Level2"
"3471","OXPHOS","SDHC","Pathway_Level1"
"3472","Metabolism","DHRS2","Pathway_Level1"
"3473","Mitochondrial central dogma","MTERF4","Pathway_Level1"
"3474","Translation","TFB1M","Pathway_Level2"
"3475","OXPHOS","SDHD","Pathway_Level1"
"3476","Metabolism","DHRS4","Pathway_Level1"
"3477","Mitochondrial central dogma","MTFMT","Pathway_Level1"
"3478","Translation","TIMM21","Pathway_Level2"
"3479","OXPHOS","SMIM20","Pathway_Level1"
"3480","Metabolism","DHTKD1","Pathway_Level1"
"3481","Mitochondrial central dogma","MTG1","Pathway_Level1"
"3482","Translation","TRMT61B","Pathway_Level2"
"3483","OXPHOS","SURF1","Pathway_Level1"
"3484","Metabolism","DLAT","Pathway_Level1"
"3485","Mitochondrial central dogma","MTG2","Pathway_Level1"
"3486","Translation","TSFM","Pathway_Level2"
"3487","OXPHOS","TACO1","Pathway_Level1"
"3488","Metabolism","DLD","Pathway_Level1"
"3489","Mitochondrial central dogma","MTIF2","Pathway_Level1"
"3490","Translation","TUFM","Pathway_Level2"
"3491","OXPHOS","TIMM21","Pathway_Level1"
"3492","Metabolism","DLST","Pathway_Level1"
"3493","Mitochondrial central dogma","MTIF3","Pathway_Level1"
"3494","Translation","VARS2","Pathway_Level2"
"3495","OXPHOS","TIMMDC1","Pathway_Level1"
"3496","Metabolism","DMGDH","Pathway_Level1"
"3497","Mitochondrial central dogma","MTO1","Pathway_Level1"
"3498","Translation","WARS2","Pathway_Level2"
"3499","OXPHOS","TMEM126A","Pathway_Level1"
"3500","Metabolism","DNA2","Pathway_Level1"
"3501","Mitochondrial central dogma","MTPAP","Pathway_Level1"
"3502","Translation","YARS2","Pathway_Level2"
"3503","OXPHOS","TMEM126B","Pathway_Level1"
"3504","Metabolism","DTYMK","Pathway_Level1"
"3505","Mitochondrial central dogma","MTRES1","Pathway_Level1"
"3506","Translation","YBEY","Pathway_Level2"
"3507","OXPHOS","TMEM177","Pathway_Level1"
"3508","Metabolism","DUT","Pathway_Level1"
"3509","Mitochondrial central dogma","MTRF1","Pathway_Level1"
"3510","OXPHOS","TMEM186","Pathway_Level1"
"3511","Metabolism","ECH1","Pathway_Level1"
"3512","Mitochondrial central dogma","MTRF1L","Pathway_Level1"
"3513","OXPHOS","TMEM70","Pathway_Level1"
"3514","Metabolism","ECHDC1","Pathway_Level1"
"3515","Mitochondrial central dogma","MUTYH","Pathway_Level1"
"3516","OXPHOS","TTC19","Pathway_Level1"
"3517","Metabolism","ECHS1","Pathway_Level1"
"3518","Mitochondrial central dogma","MYG1","Pathway_Level1"
"3519","OXPHOS","UQCC1","Pathway_Level1"
"3520","Metabolism","ECI1","Pathway_Level1"
"3521","Mitochondrial central dogma","NARS2","Pathway_Level1"
"3522","OXPHOS","UQCC2","Pathway_Level1"
"3523","Metabolism","ECI2","Pathway_Level1"
"3524","Mitochondrial central dogma","NGRN","Pathway_Level1"
"3525","OXPHOS","UQCC3","Pathway_Level1"
"3526","Metabolism","EHHADH","Pathway_Level1"
"3527","Mitochondrial central dogma","NOA1","Pathway_Level1"
"3528","OXPHOS","UQCR10","Pathway_Level1"
"3529","Metabolism","EPHX2","Pathway_Level1"
"3530","Mitochondrial central dogma","NSUN2","Pathway_Level1"
"3531","OXPHOS","UQCR11","Pathway_Level1"
"3532","Metabolism","ETFA","Pathway_Level1"
"3533","Mitochondrial central dogma","NSUN3","Pathway_Level1"
"3534","OXPHOS","UQCRB","Pathway_Level1"
"3535","Metabolism","ETFB","Pathway_Level1"
"3536","Mitochondrial central dogma","NSUN4","Pathway_Level1"
"3537","OXPHOS","UQCRC1","Pathway_Level1"
"3538","Metabolism","ETFBKMT","Pathway_Level1"
"3539","Mitochondrial central dogma","OGG1","Pathway_Level1"
"3540","OXPHOS","UQCRC2","Pathway_Level1"
"3541","Metabolism","ETFDH","Pathway_Level1"
"3542","Mitochondrial central dogma","OSGEPL1","Pathway_Level1"
"3543","OXPHOS","UQCRFS1","Pathway_Level1"
"3544","Metabolism","ETFRF1","Pathway_Level1"
"3545","Mitochondrial central dogma","OXA1L","Pathway_Level1"
"3546","OXPHOS","UQCRH","Pathway_Level1"
"3547","Metabolism","ETHE1","Pathway_Level1"
"3548","Mitochondrial central dogma","PARS2","Pathway_Level1"
"3549","OXPHOS","UQCRQ","Pathway_Level1"
"3550","Metabolism","FABP1","Pathway_Level1"
"3551","Mitochondrial central dogma","PDE12","Pathway_Level1"
"3552","Metabolism","FAHD1","Pathway_Level1"
"3553","Mitochondrial central dogma","PDF","Pathway_Level1"
"3554","Metabolism","FAM210B","Pathway_Level1"
"3555","Mitochondrial central dogma","PIF1","Pathway_Level1"
"3556","Metabolism","FASN","Pathway_Level1"
"3557","Mitochondrial central dogma","PNPT1","Pathway_Level1"
"3558","Metabolism","FDPS","Pathway_Level1"
"3559","Mitochondrial central dogma","POLB","Pathway_Level1"
"3560","Metabolism","FDX1","Pathway_Level1"
"3561","Mitochondrial central dogma","POLDIP2","Pathway_Level1"
"3562","Metabolism","FDX2","Pathway_Level1"
"3563","Mitochondrial central dogma","POLG","Pathway_Level1"
"3564","Metabolism","FDXR","Pathway_Level1"
"3565","Mitochondrial central dogma","POLG2","Pathway_Level1"
"3566","Metabolism","FECH","Pathway_Level1"
"3567","Mitochondrial central dogma","POLQ","Pathway_Level1"
"3568","Metabolism","FH","Pathway_Level1"
"3569","Mitochondrial central dogma","POLRMT","Pathway_Level1"
"3570","Metabolism","FHIT","Pathway_Level1"
"3571","Mitochondrial central dogma","PPA2","Pathway_Level1"
"3572","Metabolism","FLAD1","Pathway_Level1"
"3573","Mitochondrial central dogma","PRIMPOL","Pathway_Level1"
"3574","Metabolism","FPGS","Pathway_Level1"
"3575","Mitochondrial central dogma","PRORP","Pathway_Level1"
"3576","Metabolism","FTH1","Pathway_Level1"
"3577","Mitochondrial central dogma","PTCD1","Pathway_Level1"
"3578","Metabolism","FTMT","Pathway_Level1"
"3579","Mitochondrial central dogma","PTCD2","Pathway_Level1"
"3580","Metabolism","FXN","Pathway_Level1"
"3581","Mitochondrial central dogma","PTCD3","Pathway_Level1"
"3582","Metabolism","GATM","Pathway_Level1"
"3583","Mitochondrial central dogma","PUS1","Pathway_Level1"
"3584","Metabolism","GCAT","Pathway_Level1"
"3585","Mitochondrial central dogma","PUSL1","Pathway_Level1"
"3586","Metabolism","GCDH","Pathway_Level1"
"3587","Mitochondrial central dogma","QRSL1","Pathway_Level1"
"3588","Metabolism","GCSH","Pathway_Level1"
"3589","Mitochondrial central dogma","QTRT1","Pathway_Level1"
"3590","Metabolism","GLDC","Pathway_Level1"
"3591","Mitochondrial central dogma","RARS2","Pathway_Level1"
"3592","Metabolism","GLRX2","Pathway_Level1"
"3593","Mitochondrial central dogma","RBFA","Pathway_Level1"
"3594","Metabolism","GLRX5","Pathway_Level1"
"3595","Mitochondrial central dogma","RCC1L","Pathway_Level1"
"3596","Metabolism","GLS","Pathway_Level1"
"3597","Mitochondrial central dogma","RECQL4","Pathway_Level1"
"3598","Metabolism","GLS2","Pathway_Level1"
"3599","Mitochondrial central dogma","REXO2","Pathway_Level1"
"3600","Metabolism","GLUD1","Pathway_Level1"
"3601","Mitochondrial central dogma","RMND1","Pathway_Level1"
"3602","Metabolism","GLUD2","Pathway_Level1"
"3603","Mitochondrial central dogma","RNASEH1","Pathway_Level1"
"3604","Metabolism","GLYAT","Pathway_Level1"
"3605","Mitochondrial central dogma","RPUSD3","Pathway_Level1"
"3606","Metabolism","GLYCTK","Pathway_Level1"
"3607","Mitochondrial central dogma","RPUSD4","Pathway_Level1"
"3608","Metabolism","GOT2","Pathway_Level1"
"3609","Mitochondrial central dogma","SARS2","Pathway_Level1"
"3610","Metabolism","GPAM","Pathway_Level1"
"3611","Mitochondrial central dogma","SLIRP","Pathway_Level1"
"3612","Metabolism","GPAT2","Pathway_Level1"
"3613","Mitochondrial central dogma","SSBP1","Pathway_Level1"
"3614","Metabolism","GPD2","Pathway_Level1"
"3615","Mitochondrial central dogma","SUPV3L1","Pathway_Level1"
"3616","Metabolism","GPT2","Pathway_Level1"
"3617","Mitochondrial central dogma","TACO1","Pathway_Level1"
"3618","Metabolism","GPX1","Pathway_Level1"
"3619","Mitochondrial central dogma","TARS2","Pathway_Level1"
"3620","Metabolism","GPX4","Pathway_Level1"
"3621","Mitochondrial central dogma","TBRG4","Pathway_Level1"
"3622","Metabolism","GRHPR","Pathway_Level1"
"3623","Mitochondrial central dogma","TEFM","Pathway_Level1"
"3624","Metabolism","GRPEL1","Pathway_Level1"
"3625","Mitochondrial central dogma","TFAM","Pathway_Level1"
"3626","Metabolism","GRPEL2","Pathway_Level1"
"3627","Mitochondrial central dogma","TFB1M","Pathway_Level1"
"3628","Metabolism","GSR","Pathway_Level1"
"3629","Mitochondrial central dogma","TFB2M","Pathway_Level1"
"3630","Metabolism","GSTK1","Pathway_Level1"
"3631","Mitochondrial central dogma","THG1L","Pathway_Level1"
"3632","Metabolism","GSTZ1","Pathway_Level1"
"3633","Mitochondrial central dogma","TIMM21","Pathway_Level1"
"3634","Metabolism","GTPBP3","Pathway_Level1"
"3635","Mitochondrial central dogma","TOP1MT","Pathway_Level1"
"3636","Metabolism","GUK1","Pathway_Level1"
"3637","Mitochondrial central dogma","TOP3A","Pathway_Level1"
"3638","Metabolism","HADH","Pathway_Level1"
"3639","Mitochondrial central dogma","TRIT1","Pathway_Level1"
"3640","Metabolism","HADHA","Pathway_Level1"
"3641","Mitochondrial central dogma","TRMT1","Pathway_Level1"
"3642","Metabolism","HADHB","Pathway_Level1"
"3643","Mitochondrial central dogma","TRMT10C","Pathway_Level1"
"3644","Metabolism","HAGH","Pathway_Level1"
"3645","Mitochondrial central dogma","TRMT2B","Pathway_Level1"
"3646","Metabolism","HAO2","Pathway_Level1"
"3647","Mitochondrial central dogma","TRMT5","Pathway_Level1"
"3648","Metabolism","HCCS","Pathway_Level1"
"3649","Mitochondrial central dogma","TRMT61B","Pathway_Level1"
"3650","Metabolism","HIBADH","Pathway_Level1"
"3651","Mitochondrial central dogma","TRMU","Pathway_Level1"
"3652","Metabolism","HIBCH","Pathway_Level1"
"3653","Mitochondrial central dogma","TRNT1","Pathway_Level1"
"3654","Metabolism","HINT1","Pathway_Level1"
"3655","Mitochondrial central dogma","TRUB2","Pathway_Level1"
"3656","Metabolism","HINT2","Pathway_Level1"
"3657","Mitochondrial central dogma","TSFM","Pathway_Level1"
"3658","Metabolism","HMGCL","Pathway_Level1"
"3659","Mitochondrial central dogma","TUFM","Pathway_Level1"
"3660","Metabolism","HMGCS2","Pathway_Level1"
"3661","Mitochondrial central dogma","TWNK","Pathway_Level1"
"3662","Metabolism","HOGA1","Pathway_Level1"
"3663","Mitochondrial central dogma","UNG","Pathway_Level1"
"3664","Metabolism","HSCB","Pathway_Level1"
"3665","Mitochondrial central dogma","VARS2","Pathway_Level1"
"3666","Metabolism","HSD17B10","Pathway_Level1"
"3667","Mitochondrial central dogma","WARS2","Pathway_Level1"
"3668","Metabolism","HSD17B4","Pathway_Level1"
"3669","Mitochondrial central dogma","YARS2","Pathway_Level1"
"3670","Metabolism","HSD17B8","Pathway_Level1"
"3671","Mitochondrial central dogma","YBEY","Pathway_Level1"
"3672","Metabolism","HSPA9","Pathway_Level1"
"3673","Mitochondrial central dogma","YRDC","Pathway_Level1"
"3674","Metabolism","HTD2","Pathway_Level1"
"3675","Metabolism","IBA57","Pathway_Level1"
"3676","Metabolism","IDH2","Pathway_Level1"
"3677","Metabolism","IDH3A","Pathway_Level1"
"3678","Metabolism","IDH3B","Pathway_Level1"
"3679","Metabolism","IDH3G","Pathway_Level1"
"3680","Metabolism","IDI1","Pathway_Level1"
"3681","Metabolism","ISCA1","Pathway_Level1"
"3682","Metabolism","ISCA2","Pathway_Level1"
"3683","Metabolism","ISCU","Pathway_Level1"
"3684","Metabolism","IVD","Pathway_Level1"
"3685","Metabolism","KMO","Pathway_Level1"
"3686","Metabolism","KYAT3","Pathway_Level1"
"3687","Metabolism","L2HGDH","Pathway_Level1"
"3688","Metabolism","LACTB","Pathway_Level1"
"3689","Metabolism","LDHAL6B","Pathway_Level1"
"3690","Metabolism","LDHB","Pathway_Level1"
"3691","Metabolism","LDHD","Pathway_Level1"
"3692","Metabolism","LIAS","Pathway_Level1"
"3693","Metabolism","LIPT1","Pathway_Level1"
"3694","Metabolism","LIPT2","Pathway_Level1"
"3695","Metabolism","LYPLA1","Pathway_Level1"
"3696","Metabolism","LYPLAL1","Pathway_Level1"
"3697","Metabolism","LYRM4","Pathway_Level1"
"3698","Metabolism","MAOA","Pathway_Level1"
"3699","Metabolism","MAOB","Pathway_Level1"
"3700","Metabolism","MCAT","Pathway_Level1"
"3701","Metabolism","MCCC1","Pathway_Level1"
"3702","Metabolism","MCCC2","Pathway_Level1"
"3703","Metabolism","MCEE","Pathway_Level1"
"3704","Metabolism","MDH2","Pathway_Level1"
"3705","Metabolism","ME2","Pathway_Level1"
"3706","Metabolism","ME3","Pathway_Level1"
"3707","Metabolism","MECR","Pathway_Level1"
"3708","Metabolism","MGST1","Pathway_Level1"
"3709","Metabolism","MGST3","Pathway_Level1"
"3710","Metabolism","MLYCD","Pathway_Level1"
"3711","Metabolism","MMAA","Pathway_Level1"
"3712","Metabolism","MMAB","Pathway_Level1"
"3713","Metabolism","MMADHC","Pathway_Level1"
"3714","Metabolism","MMUT","Pathway_Level1"
"3715","Metabolism","MOCS1","Pathway_Level1"
"3716","Metabolism","MPC1","Pathway_Level1"
"3717","Metabolism","MPC1L","Pathway_Level1"
"3718","Metabolism","MPC2","Pathway_Level1"
"3719","Metabolism","MPST","Pathway_Level1"
"3720","Metabolism","MRPS36","Pathway_Level1"
"3721","Metabolism","MSRA","Pathway_Level1"
"3722","Metabolism","MSRB2","Pathway_Level1"
"3723","Metabolism","MSRB3","Pathway_Level1"
"3724","Metabolism","MT-CO1","Pathway_Level1"
"3725","Metabolism","MT-CYB","Pathway_Level1"
"3726","Metabolism","MTARC1","Pathway_Level1"
"3727","Metabolism","MTARC2","Pathway_Level1"
"3728","Metabolism","MTFMT","Pathway_Level1"
"3729","Metabolism","MTHFD1L","Pathway_Level1"
"3730","Metabolism","MTHFD2","Pathway_Level1"
"3731","Metabolism","MTHFD2L","Pathway_Level1"
"3732","Metabolism","MTHFS","Pathway_Level1"
"3733","Metabolism","MTO1","Pathway_Level1"
"3734","Metabolism","NADK2","Pathway_Level1"
"3735","Metabolism","NAGS","Pathway_Level1"
"3736","Metabolism","NAT8L","Pathway_Level1"
"3737","Metabolism","NAXD","Pathway_Level1"
"3738","Metabolism","NAXE","Pathway_Level1"
"3739","Metabolism","NDUFAB1","Pathway_Level1"
"3740","Metabolism","NDUFS1","Pathway_Level1"
"3741","Metabolism","NDUFS2","Pathway_Level1"
"3742","Metabolism","NDUFS7","Pathway_Level1"
"3743","Metabolism","NDUFS8","Pathway_Level1"
"3744","Metabolism","NDUFV1","Pathway_Level1"
"3745","Metabolism","NDUFV2","Pathway_Level1"
"3746","Metabolism","NEU4","Pathway_Level1"
"3747","Metabolism","NFS1","Pathway_Level1"
"3748","Metabolism","NFU1","Pathway_Level1"
"3749","Metabolism","NIT1","Pathway_Level1"
"3750","Metabolism","NIT2","Pathway_Level1"
"3751","Metabolism","NME3","Pathway_Level1"
"3752","Metabolism","NME4","Pathway_Level1"
"3753","Metabolism","NME6","Pathway_Level1"
"3754","Metabolism","NMNAT3","Pathway_Level1"
"3755","Metabolism","NNT","Pathway_Level1"
"3756","Metabolism","NOCT","Pathway_Level1"
"3757","Metabolism","NT5DC2","Pathway_Level1"
"3758","Metabolism","NT5M","Pathway_Level1"
"3759","Metabolism","NTHL1","Pathway_Level1"
"3760","Metabolism","NUBPL","Pathway_Level1"
"3761","Metabolism","NUDT13","Pathway_Level1"
"3762","Metabolism","NUDT19","Pathway_Level1"
"3763","Metabolism","NUDT2","Pathway_Level1"
"3764","Metabolism","NUDT5","Pathway_Level1"
"3765","Metabolism","NUDT8","Pathway_Level1"
"3766","Metabolism","NUDT9","Pathway_Level1"
"3767","Metabolism","OAT","Pathway_Level1"
"3768","Metabolism","OGDH","Pathway_Level1"
"3769","Metabolism","OGDHL","Pathway_Level1"
"3770","Metabolism","OSBPL1A","Pathway_Level1"
"3771","Metabolism","OTC","Pathway_Level1"
"3772","Metabolism","OXCT1","Pathway_Level1"
"3773","Metabolism","OXCT2","Pathway_Level1"
"3774","Metabolism","OXR1","Pathway_Level1"
"3775","Metabolism","OXSM","Pathway_Level1"
"3776","Metabolism","PAICS","Pathway_Level1"
"3777","Metabolism","PANK2","Pathway_Level1"
"3778","Metabolism","PC","Pathway_Level1"
"3779","Metabolism","PCBD2","Pathway_Level1"
"3780","Metabolism","PCCA","Pathway_Level1"
"3781","Metabolism","PCCB","Pathway_Level1"
"3782","Metabolism","PCK2","Pathway_Level1"
"3783","Metabolism","PDHA1","Pathway_Level1"
"3784","Metabolism","PDHA2","Pathway_Level1"
"3785","Metabolism","PDHB","Pathway_Level1"
"3786","Metabolism","PDHX","Pathway_Level1"
"3787","Metabolism","PDK1","Pathway_Level1"
"3788","Metabolism","PDK2","Pathway_Level1"
"3789","Metabolism","PDK3","Pathway_Level1"
"3790","Metabolism","PDK4","Pathway_Level1"
"3791","Metabolism","PDP1","Pathway_Level1"
"3792","Metabolism","PDP2","Pathway_Level1"
"3793","Metabolism","PDPR","Pathway_Level1"
"3794","Metabolism","PDSS1","Pathway_Level1"
"3795","Metabolism","PDSS2","Pathway_Level1"
"3796","Metabolism","PGS1","Pathway_Level1"
"3797","Metabolism","PHYH","Pathway_Level1"
"3798","Metabolism","PISD","Pathway_Level1"
"3799","Metabolism","PLD6","Pathway_Level1"
"3800","Metabolism","PLPBP","Pathway_Level1"
"3801","Metabolism","PLSCR3","Pathway_Level1"
"3802","Metabolism","PNPLA8","Pathway_Level1"
"3803","Metabolism","PNPO","Pathway_Level1"
"3804","Metabolism","PPA2","Pathway_Level1"
"3805","Metabolism","PPM1K","Pathway_Level1"
"3806","Metabolism","PPOX","Pathway_Level1"
"3807","Metabolism","PRDX2","Pathway_Level1"
"3808","Metabolism","PRDX3","Pathway_Level1"
"3809","Metabolism","PRDX4","Pathway_Level1"
"3810","Metabolism","PRDX5","Pathway_Level1"
"3811","Metabolism","PRDX6","Pathway_Level1"
"3812","Metabolism","PRELID1","Pathway_Level1"
