Tissue,Group,Pathway,score
Thyroid gland,Secretory,Translation,29.05677419354839
Thyroid gland,Secretory,Electron carriers,684.2333333333333
Thyroid gland,Secretory,"Q-linked reactions, other",20.89090909090909
Thyroid gland,Secretory,Choline and betaine metabolism,25.771428571428572
Thyroid gland,Secretory,Glycine metabolism,30.473333333333333
Thyroid gland,Secretory,Folate and 1-C metabolism,13.914285714285715
Thyroid gland,Secretory,Vitamin metabolism,17.42448979591837
Thyroid gland,Secretory,Vitamin D metabolism,8.4
Thyroid gland,Secretory,Heme-containing proteins,1881.0384615384614
Thyroid gland,Secretory,Fe-S-containing proteins,34.60645161290323
Thyroid gland,Secretory,Vitamin C metabolism,37.8
Thyroid gland,Secretory,TOM,95.38888888888889
Thyroid gland,Secretory,Cardiolipin synthesis,20
Thyroid gland,Secretory,mt-rRNA modifications,16.53333333333333
Thyroid gland,Secretory,Mitochondrial ribosome assembly,16.254166666666666
Thyroid gland,Secretory,mtRNA granules,16.375
Thyroid gland,Secretory,mt-tRNA modifications,12.672727272727274
Thyroid gland,Secretory,Mitochondrial ribosome,37.25903614457831
Thyroid gland,Secretory,Mitophagy,83.2
Thyroid gland,Secretory,Autophagy,71.31666666666666
Thyroid gland,Secretory,GABA metabolism,38.785714285714285
Thyroid gland,Secretory,Proline metabolism,26.6
Thyroid gland,Secretory,Gluconeogenesis,33.077777777777776
Thyroid gland,Secretory,TCA-associated,22.846666666666668
Thyroid gland,Secretory,TCA cycle,53.16
Thyroid gland,Secretory,Fission,26.98
Thyroid gland,Secretory,Cholesterol-associated,34.55
Thyroid gland,Secretory,Coenzyme A metabolism,20.96
Thyroid gland,Secretory,Catechol metabolism,61.6
Thyroid gland,Secretory,cAMP-PKA signaling,19.35
Thyroid gland,Secretory,"Cholesterol, bile acid, steroid synthesis",31.435714285714283
Thyroid gland,Secretory,Branched-chain amino acid metabolism,40.712
Thyroid gland,Secretory,Selenoproteins,85.53999999999999
Thyroid gland,Secretory,Complex II,51.9
Thyroid gland,Secretory,CII subunits,85.8
Thyroid gland,Secretory,Ketone metabolism,37.824999999999996
Thyroid gland,Secretory,TIM23 presequence pathway,46.8
Thyroid gland,Secretory,Translation factors,27.443749999999998
Thyroid gland,Secretory,Copper metabolism,55.457142857142856
Thyroid gland,Secretory,mtRNA stability and decay,21.88235294117647
Thyroid gland,Secretory,Biotin utilizing proteins,14.34
Thyroid gland,Secretory,Chaperones,45.31875
Thyroid gland,Secretory,Branched-chain amino acid dehydrogenase complex,28.4
Thyroid gland,Secretory,Coenzyme Q metabolism,17.400000000000002
Thyroid gland,Secretory,Immune response,47.76
Thyroid gland,Secretory,NAD biosynthesis and metabolism,14.578571428571427
Thyroid gland,Secretory,Glycine cleavage system,43.25
Thyroid gland,Secretory,Complex V,1846.5653846153846
Thyroid gland,Secretory,CV subunits,2282.7047619047617
Thyroid gland,Secretory,Transcription,17.4625
Thyroid gland,Secretory,Amidoxime reducing complex,77.55
Thyroid gland,Secretory,SAM,24.5
Thyroid gland,Secretory,Respirasome assembly,79.1
Thyroid gland,Secretory,mtDNA modifications,9
Thyroid gland,Secretory,ABC transporters,11.125
Thyroid gland,Secretory,Sulfur metabolism,30.96363636363636
Thyroid gland,Secretory,Trafficking,23.757142857142856
Thyroid gland,Secretory,Itaconate metabolism,36.449999999999996
Thyroid gland,Secretory,Cytochromes,2508.425
Thyroid gland,Secretory,fMet processing,3.8000000000000003
Thyroid gland,Secretory,Import motor,13.35
Thyroid gland,Secretory,Organelle contact sites,37.57857142857143
Thyroid gland,Secretory,MICOS complex,25.52857142857143
Thyroid gland,Secretory,Cristae formation,67.82727272727273
Thyroid gland,Secretory,Sideroflexins,10.62
Thyroid gland,Secretory,Serine metabolism,15.940000000000001
Thyroid gland,Secretory,mt-mRNA modifications,14.15
Thyroid gland,Secretory,Vitamin B6 metabolism,25.05
Thyroid gland,Secretory,Fusion,26.533333333333335
Thyroid gland,Secretory,Carnitine synthesis and transport,13.266666666666666
Thyroid gland,Secretory,Carnitine shuttle,13.8
Thyroid gland,Secretory,Glyoxylate metabolism,55.925
Thyroid gland,Secretory,CIV subunits,2570.5476190476193
Thyroid gland,Secretory,Propanoate metabolism,23.1
Thyroid gland,Secretory,Glycerol phosphate shuttle,12.3
Thyroid gland,Secretory,Glutamate metabolism,21.5875
Thyroid gland,Secretory,Tetrahydrobiopterin synthesis,17.533333333333335
Thyroid gland,Secretory,Kynurenine metabolism,23.2
Thyroid gland,Secretory,Molybdenum cofactor synthesis and proteins,28.12
Thyroid gland,Secretory,Lipoate insertion,29
Thyroid gland,Secretory,CV assembly factors,14.78
Thyroid gland,Secretory,Iron homeostasis,657.2199999999999
Thyroid gland,Secretory,Vitamin B1 metabolism,6.1
Thyroid gland,Secretory,mtDNA stability and decay,9.533333333333333
Thyroid gland,Secretory,MIA40,13.5
Thyroid gland,Secretory,Creatine metabolism,19.4
Thyroid gland,Secretory,Vitamin B2 metabolism,16.599999999999998
Thyroid gland,Secretory,Vitamin B12 metabolism,27.775000000000002
Thyroid gland,Secretory,Eicosanoid metabolism,65.3
Thyroid gland,Secretory,CII assembly factors,18
Thyroid gland,Secretory,OXA,55.4
Thyroid gland,Secretory,Vitamin A metabolism,9.5
Tongue,Other,Apoptosis,76.68
Tongue,Other,Mitochondrial dynamics and surveillance,127.26826923076925
Tongue,Other,Proteases,33.57142857142857
Tongue,Other,Protein homeostasis,60.613725490196074
Tongue,Other,"Protein import, sorting and homeostasis",97.01744186046511
Tongue,Other,CI assembly factors,47.336363636363636
Tongue,Other,Complex I,6070.507575757576
Tongue,Other,OXPHOS assembly factors,61.70294117647059
Tongue,Other,OXPHOS,6597.630177514793
Tongue,Other,mtDNA nucleoid,36.39090909090909
Tongue,Other,mtDNA maintenance,24.790322580645164
Tongue,Other,Mitochondrial central dogma,53.68225108225108
Tongue,Other,Nucleotide metabolism,120.00999999999998
Tongue,Other,Nucleotide synthesis and processing,71.25
Tongue,Other,Metabolism,652.2997830802611
Tongue,Other,Type II fatty acid synthesis,63.04444444444445
Tongue,Other,CI subunits,9082.093181818182
Tongue,Other,Fe-S cluster biosynthesis,81.40434782608696
Tongue,Other,OXPHOS subunits,10890.621568627455
Tongue,Other,Metals and cofactors,2186.7745901639346
Tongue,Other,Lipid metabolism,94.9821138211382
Tongue,Other,Pyruvate metabolism,240.36875
Tongue,Other,Carbohydrate metabolism,203.16301369863015
Tongue,Other,Malate-aspartate shuttle,308.6166666666667
Tongue,Other,Urea cycle,2.2285714285714286
Tongue,Other,SLC25A family,68.71960784313725
Tongue,Other,EF hand proteins,36.31818181818182
Tongue,Other,Calcium homeostasis,173.61249999999998
Tongue,Other,Small molecule transport,87.02588235294117
Tongue,Other,Signaling,122.8125
Tongue,Other,Amino acid metabolism,93.16666666666666
Tongue,Other,Cytochrome C,432.2
Tongue,Other,Heme synthesis and processing,25.0625
Tongue,Other,Mitochondrial permeability transition pore,344.3571428571429
Tongue,Other,Nucleotide import,65.89
Tongue,Other,Calcium uniporter,40.36666666666667
Tongue,Other,Calcium cycle,166.98888888888888
Tongue,Other,mtDNA replication,16.107142857142858
Tongue,Other,mtDNA repair,23.822222222222223
Tongue,Other,Fatty acid oxidation,156.37954545454545
Tongue,Other,Protein import and sorting,122.34166666666667
Tongue,Other,TIM22 carrier pathway,9.433333333333334
Tongue,Other,Phospholipid metabolism,41.26521739130435
Tongue,Other,Complex IV,8987.378431372548
Tongue,Other,CIV assembly factors,67.05666666666667
Tongue,Other,Polycistronic mtRNA processing,46.723076923076924
Tongue,Other,mtRNA metabolism,39.39605263157895
Tongue,Other,Intramitochondrial membrane interactions,69.25555555555556
Tongue,Other,Lysine metabolism,247.7875
Tongue,Other,ROS and glutathione metabolism,162.02222222222224
Tongue,Other,Xenobiotic metabolism,48.85217391304348
Tongue,Other,Detoxification,107.18039215686274
Tongue,Other,Preprotein cleavage,251.18749999999997
Tongue,Other,CIII subunits,7049.98
Tongue,Other,Complex III,4429.5125
Tongue,Other,CIII assembly factors,62.06666666666666
Tongue,Other,mt-tRNA synthetases,27.3
Tongue,Other,Translation,68.67354838709677
Tongue,Other,Electron carriers,4472.506666666666
Tongue,Other,"Q-linked reactions, other",104.89090909090909
Tongue,Other,Choline and betaine metabolism,142.72857142857143
Tongue,Other,Glycine metabolism,100.94
Tongue,Other,Folate and 1-C metabolism,17.261904761904763
Tongue,Other,Vitamin metabolism,43.4734693877551
Tongue,Other,Vitamin D metabolism,5.1
Tongue,Other,Heme-containing proteins,19457.915384615382
Tongue,Other,Fe-S-containing proteins,171.5
Tongue,Other,Vitamin C metabolism,103.35
Tongue,Other,TOM,214.34444444444446
Tongue,Other,Cardiolipin synthesis,36.7625
Tongue,Other,mt-rRNA modifications,39.43333333333334
Tongue,Other,Mitochondrial ribosome assembly,36.75
Tongue,Other,mtRNA granules,42.082142857142856
Tongue,Other,mt-tRNA modifications,17.172727272727272
Tongue,Other,Mitochondrial ribosome,86.06265060240963
Tongue,Other,Mitophagy,239.27142857142857
Tongue,Other,Autophagy,195.85
Tongue,Other,GABA metabolism,32.74285714285714
Tongue,Other,Proline metabolism,33.233333333333334
Tongue,Other,Gluconeogenesis,190.03333333333336
Tongue,Other,TCA-associated,82.50666666666667
Tongue,Other,TCA cycle,378.145
Tongue,Other,Fission,45.38666666666666
Tongue,Other,Cholesterol-associated,56.2
Tongue,Other,Coenzyme A metabolism,24.98
Tongue,Other,Catechol metabolism,50.166666666666664
Tongue,Other,cAMP-PKA signaling,50.15
Tongue,Other,"Cholesterol, bile acid, steroid synthesis",40.97857142857143
Tongue,Other,Branched-chain amino acid metabolism,132.04
Tongue,Other,Selenoproteins,110.08
Tongue,Other,Complex II,205.8125
Tongue,Other,CII subunits,389.275
Tongue,Other,Ketone metabolism,237.48749999999998
Tongue,Other,TIM23 presequence pathway,101.88333333333333
Tongue,Other,Translation factors,73.1375
Tongue,Other,Copper metabolism,241.6428571428571
Tongue,Other,mtRNA stability and decay,68.14705882352942
Tongue,Other,Biotin utilizing proteins,25.22
Tongue,Other,Chaperones,86.71875
Tongue,Other,Branched-chain amino acid dehydrogenase complex,99.98333333333333
Tongue,Other,Coenzyme Q metabolism,111.12307692307692
Tongue,Other,Immune response,71.74000000000001
Tongue,Other,NAD biosynthesis and metabolism,45.15714285714286
Tongue,Other,Glycine cleavage system,107.175
Tongue,Other,Complex V,7012.565384615385
Tongue,Other,CV subunits,8665.019047619047
Tongue,Other,Transcription,33.325
Tongue,Other,Amidoxime reducing complex,62.87500000000001
Tongue,Other,SAM,89
Tongue,Other,Respirasome assembly,184.65
Tongue,Other,mtDNA modifications,5.6
Tongue,Other,ABC transporters,11.85
Tongue,Other,Sulfur metabolism,93.21818181818182
Tongue,Other,Trafficking,21.985714285714288
Tongue,Other,Itaconate metabolism,146.16666666666666
Tongue,Other,Cytochromes,16483.449999999997
Tongue,Other,fMet processing,2.666666666666667
Tongue,Other,Import motor,31.333333333333336
Tongue,Other,Organelle contact sites,103.36428571428571
Tongue,Other,MICOS complex,119.54285714285714
Tongue,Other,Cristae formation,390.8454545454546
Tongue,Other,Sideroflexins,17.72
Tongue,Other,Serine metabolism,11.18
Tongue,Other,mt-mRNA modifications,13.45
Tongue,Other,Vitamin B6 metabolism,31.1
Tongue,Other,Fusion,73.15555555555555
Tongue,Other,Carnitine synthesis and transport,62.21666666666666
Tongue,Other,Carnitine shuttle,67.92
Tongue,Other,Glyoxylate metabolism,240.9125
Tongue,Other,CIV subunits,21730.69523809524
Tongue,Other,Propanoate metabolism,54.55
Tongue,Other,Glycerol phosphate shuttle,14.4
Tongue,Other,Glutamate metabolism,132.8
Tongue,Other,Tetrahydrobiopterin synthesis,43.43333333333334
Tongue,Other,Kynurenine metabolism,247.76666666666668
Tongue,Other,Molybdenum cofactor synthesis and proteins,25.54
Tongue,Other,Lipoate insertion,25.375
Tongue,Other,CV assembly factors,72.26
Tongue,Other,Iron homeostasis,590.6
Tongue,Other,Vitamin B1 metabolism,16.9
Tongue,Other,mtDNA stability and decay,25.033333333333335
Tongue,Other,MIA40,28.433333333333334
Tongue,Other,Creatine metabolism,598.075
Tongue,Other,Vitamin B2 metabolism,20.166666666666664
Tongue,Other,Vitamin B12 metabolism,62.05
Tongue,Other,Eicosanoid metabolism,234.8
Tongue,Other,CII assembly factors,22.35
Tongue,Other,OXA,274.9
Tongue,Other,Vitamin A metabolism,13.34
Tonsil,Immune,Apoptosis,31.84285714285714
Tonsil,Immune,Mitochondrial dynamics and surveillance,38.02019230769231
Tonsil,Immune,Proteases,18.442857142857143
Tonsil,Immune,Protein homeostasis,33.98823529411765
Tonsil,Immune,"Protein import, sorting and homeostasis",42.14186046511628
Tonsil,Immune,CI assembly factors,14.84090909090909
Tonsil,Immune,Complex I,367.74393939393946
Tonsil,Immune,OXPHOS assembly factors,20.08235294117647
Tonsil,Immune,OXPHOS,409.9076923076922
Tonsil,Immune,mtDNA nucleoid,21.345454545454544
Tonsil,Immune,mtDNA maintenance,17.75806451612903
Tonsil,Immune,Mitochondrial central dogma,22.866233766233766
Tonsil,Immune,Nucleotide metabolism,36.89000000000001
Tonsil,Immune,Nucleotide synthesis and processing,36.69583333333333
Tonsil,Immune,Metabolism,53.639262472885015
Tonsil,Immune,Type II fatty acid synthesis,14.600000000000001
Tonsil,Immune,CI subunits,544.1954545454546
Tonsil,Immune,Fe-S cluster biosynthesis,21.004347826086956
Tonsil,Immune,OXPHOS subunits,666.11862745098006
Tonsil,Immune,Metals and cofactors,131.1926229508196
Tonsil,Immune,Lipid metabolism,22.295934959349594
Tonsil,Immune,Pyruvate metabolism,22.225
Tonsil,Immune,Carbohydrate metabolism,26.587671232876712
Tonsil,Immune,Malate-aspartate shuttle,29.2
Tonsil,Immune,Urea cycle,3.0285714285714285
Tonsil,Immune,SLC25A family,30.86078431372549
Tonsil,Immune,EF hand proteins,12.336363636363636
Tonsil,Immune,Calcium homeostasis,51.8
Tonsil,Immune,Small molecule transport,29.03882352941176
Tonsil,Immune,Signaling,37.58541666666667
Tonsil,Immune,Amino acid metabolism,23.394444444444446
Tonsil,Immune,Cytochrome C,53.7
Tonsil,Immune,Heme synthesis and processing,10.4
Tonsil,Immune,Mitochondrial permeability transition pore,104.02857142857144
Tonsil,Immune,Nucleotide import,52.6
Tonsil,Immune,Calcium uniporter,16.6
Tonsil,Immune,Calcium cycle,48.099999999999994
Tonsil,Immune,mtDNA replication,16.942857142857143
Tonsil,Immune,mtDNA repair,24.211111111111112
Tonsil,Immune,Fatty acid oxidation,19.51590909090909
Tonsil,Immune,Protein import and sorting,44.99583333333333
Tonsil,Immune,TIM22 carrier pathway,7.9
Tonsil,Immune,Phospholipid metabolism,20.508695652173913
Tonsil,Immune,Complex IV,568.2823529411766
Tonsil,Immune,CIV assembly factors,22.62
Tonsil,Immune,Polycistronic mtRNA processing,23.638461538461538
Tonsil,Immune,mtRNA metabolism,16.92763157894737
Tonsil,Immune,Intramitochondrial membrane interactions,18.733333333333334
Tonsil,Immune,Lysine metabolism,30.775
Tonsil,Immune,ROS and glutathione metabolism,52.31851851851852
Tonsil,Immune,Xenobiotic metabolism,23.72173913043478
Tonsil,Immune,Detoxification,38.39411764705883
Tonsil,Immune,Preprotein cleavage,36.35
Tonsil,Immune,CIII subunits,460.13
Tonsil,Immune,Complex III,293.15625
Tonsil,Immune,CIII assembly factors,14.866666666666667
Tonsil,Immune,mt-tRNA synthetases,18.168181818181818
Tonsil,Immune,Translation,26.466451612903224
Tonsil,Immune,Electron carriers,270.1333333333334
Tonsil,Immune,"Q-linked reactions, other",19.145454545454545
Tonsil,Immune,Choline and betaine metabolism,19.871428571428574
Tonsil,Immune,Glycine metabolism,21.14
Tonsil,Immune,Folate and 1-C metabolism,14
Tonsil,Immune,Vitamin metabolism,15.70204081632653
Tonsil,Immune,Vitamin D metabolism,5.325
Tonsil,Immune,Heme-containing proteins,966.7153846153846
Tonsil,Immune,Fe-S-containing proteins,25.729032258064517
Tonsil,Immune,Vitamin C metabolism,33.9
Tonsil,Immune,TOM,132.1222222222222
Tonsil,Immune,Cardiolipin synthesis,17.64375
Tonsil,Immune,mt-rRNA modifications,14.094444444444445
Tonsil,Immune,Mitochondrial ribosome assembly,15.870833333333334
Tonsil,Immune,mtRNA granules,18.410714285714285
Tonsil,Immune,mt-tRNA modifications,14.263636363636364
Tonsil,Immune,Mitochondrial ribosome,32.043373493975906
Tonsil,Immune,Mitophagy,81.97142857142856
Tonsil,Immune,Autophagy,69.13333333333333
Tonsil,Immune,GABA metabolism,22.914285714285715
Tonsil,Immune,Proline metabolism,23.85
Tonsil,Immune,Gluconeogenesis,22.08888888888889
Tonsil,Immune,TCA-associated,14.986666666666666
Tonsil,Immune,TCA cycle,54.605
Tonsil,Immune,Fission,19.013333333333332
Tonsil,Immune,Cholesterol-associated,71.6
Tonsil,Immune,Coenzyme A metabolism,12.799999999999999
Tonsil,Immune,Catechol metabolism,12.9
Tonsil,Immune,cAMP-PKA signaling,6.55
Tonsil,Immune,"Cholesterol, bile acid, steroid synthesis",24.492857142857144
Tonsil,Immune,Branched-chain amino acid metabolism,26.86
Tonsil,Immune,Selenoproteins,63.18
Tonsil,Immune,Complex II,52.6875
Tonsil,Immune,CII subunits,88.375
Tonsil,Immune,Ketone metabolism,22.9875
Tonsil,Immune,TIM23 presequence pathway,32.88333333333333
Tonsil,Immune,Translation factors,26.668750000000003
Tonsil,Immune,Copper metabolism,67.7
Tonsil,Immune,mtRNA stability and decay,22.223529411764705
Tonsil,Immune,Biotin utilizing proteins,6.54
Tonsil,Immune,Chaperones,51.61875
Tonsil,Immune,Branched-chain amino acid dehydrogenase complex,24.566666666666666
Tonsil,Immune,Coenzyme Q metabolism,10.923076923076923
Tonsil,Immune,Immune response,42.58
Tonsil,Immune,NAD biosynthesis and metabolism,11.085714285714285
Tonsil,Immune,Glycine cleavage system,20.025
Tonsil,Immune,Complex V,411.4269230769231
Tonsil,Immune,CV subunits,506.3571428571429
Tonsil,Immune,Transcription,14.5
Tonsil,Immune,Amidoxime reducing complex,40.225
Tonsil,Immune,SAM,26.53333333333333
Tonsil,Immune,Respirasome assembly,66.575
Tonsil,Immune,mtDNA modifications,11.1
Tonsil,Immune,ABC transporters,6.9875
Tonsil,Immune,Sulfur metabolism,23.60909090909091
Tonsil,Immune,Trafficking,10.071428571428571
Tonsil,Immune,Itaconate metabolism,23.700000000000003
Tonsil,Immune,Cytochromes,960.35
Tonsil,Immune,fMet processing,1.3333333333333333
Tonsil,Immune,Import motor,9.4
Tonsil,Immune,Organelle contact sites,22.414285714285715
Tonsil,Immune,MICOS complex,19.57142857142857
Tonsil,Immune,Cristae formation,73.89999999999999
Tonsil,Immune,Sideroflexins,11.48
